ESTADOS;UF;janeiro/04;fevereiro/04;março/04;abril/04;maio/04;junho/04;julho/04;agosto/04;setembro/04;outubro/04;novembro/04;dezembro/04;janeiro/05;fevereiro/05;março/05;abril/05;maio/05;junho/05;julho/05;agosto/05;setembro/05;outubro/05;novembro/05;dezembro/05;janeiro/06;fevereiro/06;março/06;abril/06;maio/06;junho/06;julho/06;agosto/06;setembro/06;outubro/06;novembro/06;dezembro/06;janeiro/07;fevereiro/07;março/07;abril/07;maio/07;junho/07;julho/07;agosto/07;setembro/07;outubro/07;novembro/07;dezembro/07;janeiro/08;fevereiro/08;março/08;abril/08;maio/08;junho/08;julho/08;agosto/08;setembro/08;outubro/08;novembro/08;dezembro/08;janeiro/09;fevereiro/09;março/09;abril/09;maio/09;junho/09;julho/09;agosto/09;setembro/09;outubro/09;novembro/09;dezembro/09;janeiro/10;fevereiro/10;março/10;abril/10;maio/10;junho/10;julho/10;agosto/10;setembro/10;outubro/10;novembro/10;dezembro/10;janeiro/11;fevereiro/11;março/11;abril/11;maio/11;junho/11;julho/11;agosto/11;setembro/11;outubro/11;novembro/11;dezembro/11;janeiro/12;fevereiro/12;março/12;abril/12;maio/12;junho/12;julho/12;agosto/12;setembro/12;outubro/12;novembro/12;dezembro/12;janeiro/13;fevereiro/13;março/13;abril/13;maio/13;junho/13;julho/13;agosto/13;setembro/13;outubro/13;novembro/13;dezembro/13;janeiro/14;fevereiro/14;março/14;abril/14;maio/14;junho/14;julho/14;agosto/14;setembro/14;outubro/14;novembro/14;dezembro/14;janeiro/15;fevereiro/15;março/15;abril/15;maio/15;junho/15;julho/15;agosto/15;setembro/15;outubro/15;novembro/15;dezembro/15;janeiro/16;fevereiro/16;março/16;abril/16;maio/16;junho/16;julho/16;agosto/16;setembro/16;outubro/16;novembro/16;dezembro/16;janeiro/17;fevereiro/17;março/17;abril/17;maio/17;junho/17;julho/17;agosto/17;setembro/17;outubro/17;novembro/17;dezembro/17;janeiro/18;fevereiro/18;março/18;abril/18;maio/18;junho/18;julho/18;agosto/18;setembro/18;outubro/18;novembro/18;dezembro/18;janeiro/19;fevereiro/19;março/19;abril/19;maio/19;junho/19;julho/19;agosto/19;setembro/19;outubro/19;novembro/19;dezembro/19;janeiro/20;fevereiro/20;março/20;abril/20;maio/20;junho/20;julho/20;agosto/20;setembro/20;outubro/20;novembro/20;dezembro/20;janeiro/21;fevereiro/21;março/21;abril/21;maio/21;junho/21;julho/21;agosto/21;setembro/21;outubro/21;novembro/21;dezembro/21;janeiro/22;fevereiro/22;março/22;abril/22;maio/22;junho/22;julho/22;agosto/22;setembro/22;outubro/22;novembro/22;dezembro/22
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rondônia;RO;0,00;0,00;0,00;0,00;0,00;0,00;4.408.425,00;629.775,00;629.775,00;629.775,00;629.775,00;629.775,00;629.775,00;629.775,00;629.775,00;629.775,00;629.775,00;629.775,00;0,00;1.259.550,00;629.775,00;629.775,00;629.775,00;2.513.025,00;1.883.250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.133.725,00;6.133.725,00;0,00;0,00;3.978.658,13;0,00;1.841.953,74;920.976,87;920.976,87;920.976,87;920.976,87;920.976,87;920.976,87;920.976,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.070.275,00;6.606.860,00;4.838.567,50;0,00;0,00;0,00;0,00;0,00;16.148.486,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.922.806,25;5.845.612,50;0,00;2.922.806,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.733.966,25;4.733.966,25;4.733.966,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ;0,00;0,00;10.776.138,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ; 14.111.955,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8.164.333,12 ; 4.082.166,56 ; 4.082.166,56 ; -   ; -   ; -   ; 7.037.062,50 ; 7.037.062,50 ; 7.037.062,50 ; -   ; -   ; -   ; -   ; -   ; 21.750.007,50 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 19.511.602,91 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
Roraima;RR;0,00;0,00;0,00;0,00;0,00;0,00;1.000.912,50;142.987,50;142.987,50;142.987,50;0,00;285.975,00;142.987,50;142.987,50;142.987,50;142.987,50;142.987,50;142.987,50;142.987,50;142.987,50;142.987,50;142.987,50;142.987,50;530.437,50;387.450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.349.156,25;1.349.156,26;0,00;0,00;814.393,13;0,00;418.648,76;209.324,38;209.324,38;209.324,38;209.324,38;209.324,38;209.324,38;209.324,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;270.562,50;994.467,50;632.515,00;0,00;0,00;0,00;0,00;0,00;707.703,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;133.745,62;267.491,24;0,00;133.745,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;141.277,50;141.277,50;141.277,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ;0,00;0,00;416.958,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ; 299.958,75 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 95.720,62 ; 47.860,31 ; 47.860,31 ; -   ; -   ; -   ; 141.862,50 ; 141.862,50 ; 141.862,50 ; -   ; -   ; -   ; -   ; -   ; 138.791,25 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 153.454,18 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
Rio Grande do Sul;RS;0,00;0,00;0,00;0,00;0,00;0,00;29.582.437,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;4.226.062,50;35.096.175,00;30.870.112,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60.912.028,13;60.912.028,12;0,00;0,00;67.181.107,50;0,00;12.142.877,50;6.071.438,75;6.071.438,75;6.071.438,75;6.071.438,75;6.071.438,75;6.071.438,75;6.071.438,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27.998.100,00;87.714.640,00;57.856.370,00;0,00;0,00;0,00;0,00;0,00;133.817.726,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29.395.482,19;58.790.964,38;0,00;29.395.482,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37.422.498,75;37.422.498,75;37.422.498,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ;0,00;0,00;95.588.707,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ; 112.259.891,25 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 56.467.563,76 ; 28.233.781,88 ; 28.233.781,88 ; -   ; -   ; -   ; 43.482.611,25 ; 43.482.611,25 ; 43.482.611,25 ; -   ; -   ; -   ; -   ; -   ; 130.804.098,75 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 138.879.593,98 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
Santa Catarina;SC;0,00;0,00;0,00;0,00;0,00;0,00;29.615.512,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;4.230.787,50;21.055.500,00;16.824.712,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45.726.890,63;45.726.890,62;0,00;0,00;35.994.172,50;0,00;12.324.357,50;6.162.178,75;6.162.178,75;6.162.178,75;6.162.178,75;6.162.178,75;6.162.178,75;6.162.178,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.085.900,00;49.080.720,00;33.083.310,00;0,00;0,00;0,00;0,00;0,00;59.220.281,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.901.986,88;21.803.973,77;0,00;10.901.986,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.227.722,50;18.227.722,50;18.227.722,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ;0,00;0,00;44.278.357,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ; 45.645.063,75 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 20.732.619,38 ; 10.366.309,69 ; 10.366.309,69 ; -   ; -   ; -   ; 13.701.675,00 ; 13.701.675,00 ; 13.701.675,00 ; -   ; -   ; -   ; -   ; -   ; 42.684.817,50 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 35.506.512,24 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
Sergipe;SE;0,00;0,00;0,00;0,00;0,00;0,00;1.109.587,50;158.512,50;158.512,50;158.512,50;158.512,50;158.512,50;158.512,50;158.512,50;158.512,50;0,00;317.025,00;158.512,50;158.512,50;158.512,50;158.512,50;158.512,50;158.512,50;1.041.412,50;882.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.986.806,25;1.986.806,26;0,00;0,00;1.909.293,75;0,00;458.737,50;229.368,75;229.368,75;229.368,75;229.368,75;0,00;458.737,50;229.368,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.931.337,50;4.628.487,50;3.779.912,50;0,00;0,00;0,00;0,00;0,00;4.833.123,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.082.359,69;2.164.719,38;0,00;1.082.359,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.732.575,00;1.732.575,00;1.732.575,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ;0,00;0,00;5.576.512,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ; 4.377.408,75 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.606.044,38 ; 803.022,19 ; 803.022,19 ; -   ; -   ; -   ; 902.655,00 ; 902.655,00 ; 902.655,00 ; -   ; -   ; -   ; -   ; -   ; 3.503.272,50 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3.907.134,83 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
São Paulo;SP;0,00;0,00;0,00;0,00;0,00;0,00;13.833.618,75;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;1.976.231,25;74.009.868,75;72.033.637,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90.881.943,75;90.881.943,76;0,00;0,00;159.303.178,13;0,00;4.991.268,76;2.495.634,38;2.495.634,38;2.495.634,38;2.495.634,38;2.495.634,38;2.495.634,38;2.495.634,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67.960.425,00;209.563.250,00;138.761.837,50;0,00;0,00;0,00;0,00;0,00;151.601.141,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.159.476,25;48.318.952,50;0,00;24.159.476,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57.565.170,00;57.565.170,00;57.565.170,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ;0,00;0,00;78.484.038,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ; 61.275.532,50 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 26.405.803,12 ; 13.202.901,56 ; 13.202.901,56 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4.493.385,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
Tocantins;TO;0,00;0,00;0,00;0,00;0,00;0,00;2.917.687,50;416.812,50;416.812,50;416.812,50;416.812,50;0,00;416.812,50;416.812,50;833.625,00;416.812,50;416.812,50;416.812,50;416.812,50;416.812,50;416.812,50;416.812,50;416.812,50;1.475.212,50;1.058.400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.855.881,25;3.855.881,26;0,00;0,00;2.215.760,63;0,00;1.221.333,76;610.666,88;610.666,88;610.666,88;610.666,88;610.666,88;610.666,88;610.666,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.380.325,00;5.349.890,00;4.365.107,50;0,00;0,00;0,00;0,00;0,00;10.405.248,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.114.649,69;6.229.299,38;0,00;3.114.649,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.070.868,75;4.070.868,75;4.070.868,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ;0,00;0,00;13.311.382,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; -   ; 13.332.150,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8.185.905,00 ; 4.092.952,50 ; 4.092.952,50 ; -   ; -   ; -   ; 5.935.751,25 ; 5.935.751,25 ; 5.935.751,25 ; -   ; -   ; -   ; -   ; -   ; 26.111.328,75 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 21.994.952,53 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;; -   ; -   ; -   ; -   ; -   ; -   ; 393.815.100,00 ; 56.259.300,00 ; 56.259.300,00 ; 56.259.300,00 ; 55.924.762,50 ; 53.116.968,75 ; 56.259.300,00 ; 58.622.418,75 ; 56.984.812,50 ; 52.415.231,25 ; 57.162.956,25 ; 55.543.968,75 ; 46.215.750,00 ; 61.406.062,50 ; 60.440.306,25 ; 50.307.431,25 ; 62.431.500,00 ; 400.979.268,75 ; 336.034.912,50 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 731.968.818,83 ; 729.019.504,69 ; 2.949.314,06 ; -   ; 732.596.280,07 ; -   ; 162.520.301,70 ; 80.709.722,72 ; 81.219.547,51 ; 81.851.182,30 ; 81.260.150,84 ; 80.214.403,75 ; 79.715.842,89 ; 71.763.642,69 ; -   ; -   ; 676.040,63 ; -   ; -   ; -   ; -   ; -   ; -   ; 487.500.000,00 ; 1.075.798.435,82 ; 875.996.604,17 ; -   ; -   ; -   ; -   ; -   ; 1.462.500.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 365.624.999,99 ; 731.250.000,09 ; -   ; 365.624.999,99 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 487.500.000,00 ; 487.500.000,00 ; 487.500.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.462.500.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.462.500.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 731.250.000,08 ; 365.625.000,04 ; 365.625.000,04 ; -   ; -   ; -   ; 487.500.000,00 ; 487.500.000,00 ; 487.500.000,00 ; -   ; -   ; -   ; -   ; -   ; 1.462.500.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.432.811.922,02 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
Dados extraídos do SIAFI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;* O FEX referente ao orçamento de 2013 foi pago em jan/14 - MP 629, de 18/12/2013;;;;;;;;;;;;* Valores referentes ao orçamento de 2013 - MP 629, de 18/12/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
